"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","設置位置","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","小児対応設備の有無","URL","画像1","画像1_ライセンス","画像2","画像2_ライセンス","外部利用不可","備考"
"131083","131083700185","江東区","東砂保育園","ヒガシスナホイクエン","","131083","","東京都江東区東砂2-13-2-101","東京都","江東区","東砂2丁目","13-2-101","","35.685119","139.841712","","","事務室","(03)3648-0710","","","","","1360074","6000020131083","","月火水木金土","07:30:00","19:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700186","江東区","東砂第二児童館","ヒガシスナダイニジドウカン","","131083","","東京都江東区東砂2-13-13","東京都","江東区","東砂2丁目","13-13","","35.685978","139.841607","","","事務室","(03)3646-1814","","","","","1360074","6000020131083","","火水木金土日","09:00:00","17:00:00","祝日年末年始第１・３・５日曜除く","","","","","","","",""
"131083","131083700187","江東区","第七砂町小学校","ダイナナスナマチショウガッコウ","","131083","","東京都江東区東砂3-21-5","東京都","江東区","東砂3丁目","21-5","","35.678923","139.845973","階数","1","1階正面玄関 主事室前","(03)3644-0543","","","","","1360074","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700188","江東区","荒川砂町庭球場","アラカワスナマチテイキュウジョウ","","131083","","東京都江東区東砂3-28-13","東京都","江東区","東砂3丁目","28-13","","35.680119","139.845973","","","管理事務所","(03)5632-2338","","","","","1360074","6000020131083","","月火水木金土日","08:00:00","18:00:00","第２・４月曜日、年末年始除く（季節により短縮あり）","","","","","","","",""
"131083","131083700189","江東区","東砂福祉園","ヒガシスナフクシエン","","131083","","東京都江東区東砂3-30-6","東京都","江東区","東砂3丁目","30-6","","35.681023","139.845315","階数","1","１F事務所内","(03)3646-6634","","","","","1360074","6000020131083","","月火水木金","09:00:00","17:00:00","年末年始・夏季休業日除く","","","","","","","",""
"131083","131083700190","江東区","東砂幼稚園","ヒガシスナヨウチエン","","131083","","東京都江東区東砂4-20-1","東京都","江東区","東砂4丁目","20-1","","35.678355","139.839203","階数","1","1階正面玄関 左靴箱上","(03)3644-1942","","","","","1360074","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700191","江東区","東砂スポーツセンター","ヒガシスナスポーツセンター","","131083","","東京都江東区東砂4-24-1","東京都","江東区","東砂4丁目","24-1","","35.679190","139.839457","階数","1","１Fロビー","(03)5606-3171","","","","","1360074","6000020131083","","月火水木金土日","08:30:00","22:00:00","休館日等除く","","","","","","","",""
"131083","131083700192","江東区","第五砂町幼稚園","ダイゴスナマチヨウチエン","","131083","","東京都江東区東砂7-5-27","東京都","江東区","東砂7丁目","5-27","","35.671449","139.838765","階数","1","１階職員室","(03)3644-2209","","","","","1360074","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700193","江東区","東砂福祉会館","ヒガシスナフクシカイカン","","131083","","東京都江東区東砂7-15-3","東京都","江東区","東砂7丁目","15-3","","35.674512","139.839726","階数","1","1F受付（事務室内）","(03)3646-0461","","","","","1360074","6000020131083","","月火水木金土日","09:00:00","18:00:00","第２・４日曜・祝日・年末年始除く","","","","","","","",""
"131083","131083700194","江東区","第二砂町小学校","ダイニスナマチショウガッコウ","","131083","","東京都江東区東砂7-17-30","東京都","江東区","東砂7丁目","17-30","","35.674913","139.838754","階数","1","1階正面玄関 主事室前","(03)3640-5322","","","","","1360074","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700195","江東区","東砂第四保育園","ヒガシスナダイヨンホイクエン","","131083","","東京都江東区東砂7-17-35-101","東京都","江東区","東砂7丁目","17-35-101","","35.674038","139.838945","","","事務室","(03)3648-7750","","","","","1360074","6000020131083","","月火水木金土","07:30:00","19:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700196","江東区","第二砂町中学校","ダイニスナマチチュウガッコウ","","131083","","東京都江東区東砂8-10-9","東京都","江東区","東砂8丁目","10-9","","35.674913","139.838754","階数","1","1階西昇降口 主事室前","(03)3640-5322","","","","","1360074","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700197","江東区","第五砂町小学校","ダイゴスナマショウガッコウ","","131083","","東京都江東区東砂8-11-5","東京都","江東区","東砂8丁目","11-5","","35.667061","139.838908","階数","1","1階正面玄関 主事室前","(03)3646-4474","","","","","1360074","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700198","江東区","深川老人福祉センター","フカガワロウジンフクシセンター","","131083","","東京都江東区平野1-2-3","東京都","江東区","平野1丁目","2-3","","35.678483","139.798650","階数","1","１階事務室","(03)3643-1902","","","","","1350023","6000020131083","","月火水木金土日","09:00:00","21:30:00","年末年始第２・４日曜除く","","","","","","","",""
"131083","131083700199","江東区","深川北スポーツセンター","フカガワキタスポーツセンター","","131083","","東京都江東区平野3-2-20","東京都","江東区","平野3丁目","2-20","","35.676881","139.805101","階数","1","１Fロビー","(03)3820-8730","","","","","1350023","6000020131083","","月火水木金土日","08:30:00","22:00:00","休館日等除く","","","","","","","",""
"131083","131083700200","江東区","深川第六中学校","フカガワダイロクチュウガッコウ","","131083","","東京都江東区平野3-6-13","東京都","江東区","平野3丁目","6-13","","35.678866","139.805636","階数","2","2階玄関","(03)3642-4868","","","","","1350023","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700201","江東区","深川一丁目保育園","フカガワイッチョウメホイクエン","","131083","","東京都江東区深川1-6-15-101","東京都","江東区","深川1丁目","6-15-101","","35.677514","139.796537","","","事務室","(03)3643-4845","","","","","1350033","6000020131083","","月火水木金土","07:30:00","19:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700202","江東区","明治小学校","メイジショウガッコウ","","131083","","東京都江東区深川2-17-26","東京都","江東区","深川2丁目","17-26","","35.676239","139.797777","階数","1","1階正面玄関 主事室前","(03)3641-0550","","","","","1350033","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700203","江東区","深川第二中学校","フカガワダイニチュウガッコウ","","131083","","東京都江東区冬木22-10","東京都","江東区","冬木","22-10","","35.676298","139.800660","階数","1","1階正面玄関 主事室前","(03)3641-2877","","","","","1350041","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700204","江東区","古石場福祉会館","フルイシバフクシカイカン","","131083","","東京都江東区古石場1-11-11","東京都","江東区","古石場1丁目","11-11","","35.669226","139.794725","階数","2","2F事務所","(03)3641-9531","","","","","1350045","6000020131083","","月火水木金土日","09:00:00","18:00:00","第２・４日曜・祝日・年末年始除く","","","","","","","",""
"131083","131083700205","江東区","ちどり幼稚園","チドリヨウチエン","","131083","","東京都江東区古石場1-11-11","東京都","江東区","古石場1丁目","11-11","","35.669206","139.794839","階数","1","1階玄関 職員室横","(03)3642-1460","","","","","1350045","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700206","江東区","古石場文化センター","フルイシバブンカセンター","","131083","","東京都江東区古石場2-13-2","東京都","江東区","古石場2丁目","13-2","","35.666898","139.798983","階数","1","1F事務所内","(03)5620-0224","","","","","1350045","6000020131083","","月火水木金土日","09:00:00","22:00:00","年末年始第1・3月曜除く","","","","","","","",""
"131083","131083700207","江東区","古石場高齢者在宅サービスセンター","フルイシバコウレイシャザイタクサービスセンター","","131083","","東京都江東区古石場2-14-1-101","東京都","江東区","古石場2丁目","14-1-101","","35.666985","139.800185","階数","1","1F事務所内","(03)3641-2671","","","","","1350045","6000020131083","","月火水木金土","08:30:00","18:00:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700208","江東区","古石場保育園","フルイシバホイクエン","","131083","","東京都江東区古石場2-14-1-102","東京都","江東区","古石場2丁目","14-1-102","","35.667148","139.799798","","","事務室","(03)3643-0593","","","","","1350045","6000020131083","","月火水木金土","07:30:00","19:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700209","江東区","第二南砂中学校","ダイニミナミスナチュウガッコウ","","131083","","東京都江東区南砂1-2-18","東京都","江東区","南砂1丁目","2-18","","35.678155","139.820941","階数","1","1階正面玄関 主事室前","(03)3699-1591","","","","","1360076","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700210","江東区","南砂第二保育園","ミナミスナダイニホイクエン","","131083","","東京都江東区南砂2-3-1-101","東京都","江東区","南砂2丁目","3-1-101","","35.670276","139.822002","階数","1","1F玄関横","(03)3649-1766","","","","","1360076","6000020131083","","月火水木金土","07:30:00","20:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700211","江東区","第四砂町小学校","ダイヨンスナマチショウガッコウ","","131083","","東京都江東区南砂2-13-18","東京都","江東区","南砂2丁目","13-18","","35.675144","139.821752","階数","1","1階職員玄関 主事室前廊下","(03)3644-0348","","","","","1360076","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700212","江東区","南砂児童館","ミナミスナジドウカン","","131083","","東京都江東区南砂2-3-17","東京都","江東区","南砂2丁目","3-17","","35.671091","139.823217","階数","1","１階事務室","(03)3649-8507","","","","","1360076","6000020131083","","火水木金土日","09:00:00","17:00:00","祝日年末年始第１・３・５日曜除く","","","","","","","",""
"131083","131083700213","江東区","南砂中学校","ミナミスナチュウガッコウ","","131083","","東京都江東区南砂2-3-20","東京都","江東区","南砂2丁目","3-20","","35.673298","139.823699","階数","1","1階正面玄関 主事室横","(03)3649-2152","","","","","1360076","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700214","江東区","南砂小学校","ミナミスナショウガッコウ","","131083","","東京都江東区南砂2-3-21","東京都","江東区","南砂2丁目","3-21","","35.671835","139.825039","階数","1","1階正面玄関 主事室前","(03)3645-5008","","","","","1360076","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700215","江東区","みどり幼稚園","ミドリヨウチエン","","131083","","東京都江東区南砂2-3-3-101","東京都","江東区","南砂2丁目","3-3-101","","35.673280","139.822884","階数","1","1階玄関 入口横","(03)3649-5840","","","","","1360076","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700216","江東区","南砂第三保育園","ミナミスナダイサンホイクエン","","131083","","東京都江東区南砂2-3-3-102","東京都","江東区","南砂2丁目","3-3-102","","35.673343","139.822700","","","事務室","(03)3649-1767","","","","","1360076","6000020131083","","月火水木金土","07:30:00","19:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700217","江東区","南砂第四保育園","ミナミスナダイヨンホイクエン","","131083","","東京都江東区南砂2-3-4-101","東京都","江東区","南砂2丁目","3-4-101","","35.671841","139.823208","","","事務室","(03)3649-2143","","","","","1360076","6000020131083","","月火水木金土","07:30:00","20:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700218","江東区","南砂高齢者在宅サービスセンター","ミナミスナコウレイシャザイタクサービスセンター","","131083","","東京都江東区南砂2-3-5-102","東京都","江東区","南砂2丁目","3-5-102","","35.670794","139.822728","階数","1","１F事務室内","(03)3615-1081","","","","","1360076","6000020131083","","月火水木金土","08:30:00","17:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700219","江東区","南砂第五保育園","ミナミスナダイゴホイクエン","","131083","","東京都江東区南砂2-3-6-103","東京都","江東区","南砂2丁目","3-6-103","","35.670622","139.823626","","","事務室","(03)3649-2144","","","","","1360076","6000020131083","","月火水木金土","07:30:00","19:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700220","江東区","第三砂町中学校","ダイサンスナマチチュウガッコウ","","131083","","東京都江東区南砂3-10-3","東京都","江東区","南砂3丁目","10-3","","35.670189","139.829709","階数","1","1階正面玄関 主事室前","(03)3646-4471","","","","","1360076","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700221","江東区","南砂町駅地下自転車駐車場","ミナミスナマチエキチカジテンシャチュウシャジョウ","","131083","","東京都江東区南砂3-14","東京都","江東区","南砂3丁目","14","","35.669018","139.831701","","","管理室","(03)3644-1761","","","","","1360076","6000020131083","","月火水木金土日","04:45:00","01:15:00","","","","","","","","",""
"131083","131083700222","江東区","南砂子ども家庭支援センター","ミナミスナコドモカテイシエンセンター","","131083","","東京都江東区南砂3-14-1-101","東京都","江東区","南砂3丁目","14-1-101","","35.668813","139.831886","階数","1","１階 職員出入り口棚","(03)5617-8106","","","","","1360076","6000020131083","","月火水木金土","09:00:00","18:00:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700223","江東区","城東南部保健相談所","ジョウトウナンブホケンソウダンジョ","","131083","","東京都江東区南砂4-3-10","東京都","江東区","南砂4丁目","3-10","","35.674304","139.827701","階数","3","３階事務室","(03)5606-5001","","","","","1360076","6000020131083","","月火水木金","08:30:00","17:00:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700224","江東区","南砂第一保育園","ミナミスナダイイチホイクエン","","131083","","東京都江東区南砂4-4-1-102","東京都","江東区","南砂4丁目","4-1-102","","35.674737","139.828931","","","事務室","(03)3644-1706","","","","","1360076","6000020131083","","月火水木金土","07:30:00","19:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700225","江東区","第三砂町小学校","ダイサンスナマチショウガッコウ","","131083","","東京都江東区南砂6-3-13","東京都","江東区","南砂6丁目","3-13","","35.672809","139.833372","階数","1","1階正面玄関 主事室前","(03)3646-4471","","","","","1360076","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700226","江東区","きっずクラブ南砂六丁目","キッズクラブミナミスナロクチョウメ","","131083","","東京都江東区南砂6-5-2-101","東京都","江東区","南砂6丁目","5-2-101","","35.673054","139.835144","","","事務室","(03)3640-5479","","","","","1360076","6000020131083","","月火水木金","15:00:00","19:00:00","学校休業日・土8:30-17:00","","","","","","","",""
"131083","131083700227","江東区","江東図書館","コウトウトショカン","","131083","","東京都江東区南砂6-7-52","東京都","江東区","南砂6丁目","7-52","","35.671909","139.834086","階数","1","１階カウンター","(03)3640-3151","","","","","1360076","6000020131083","","月火水木金土日","09:00:00","20:00:00","日曜祝日は19:00,年末年始休館日除く","","","","","","","",""
"131083","131083700228","江東区","南砂出張所","ミナミスナシュッチョウジョ","","131083","","東京都江東区南砂6-8-3","東京都","江東区","南砂6丁目","8-3","","35.671161","139.834861","階数","1","１F出張所内","(03)3640-5355","","","","","1360076","6000020131083","","月火水木金","08:30:00","17:00:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700229","江東区","南砂さくら保育園","ミナミスナサクラホイクエン","","131083","","東京都江東区南砂6-8-3","東京都","江東区","南砂6丁目","8-3","","35.671087","139.835142","階数","1","1F事務室玄関側窓","(03)5690-2190","","","","","1360076","6000020131083","","月火水木金土","07:30:00","20:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700230","江東区","城東保育園","ジョウトウホイクエン","","131083","","東京都江東区南砂7-9-11","東京都","江東区","南砂7丁目","9-11","","35.669831","139.835307","","","事務室","(03)3646-7087","","","","","1360076","6000020131083","","月火水木金土","07:30:00","19:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700231","江東区","深川第七中学校","フカガワダイナナチュウガッコウ","","131083","","東京都江東区毛利1-14-1","東京都","江東区","毛利1丁目","14-1","","35.691340","139.813713","階数","1","1階正面玄関 主事室前","(03)3631-5990","","","","","1350001","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700232","江東区","第二あすなろ作業所","ダイニアスナロサギョウショ","","131083","","東京都江東区毛利2-1-14","東京都","江東区","毛利2丁目","1-14","","35.690712","139.816454","","","事務所内","(03)3846-6508","","","","","1350001","6000020131083","","月火水木金","09:00:00","17:00:00","年末年始夏季休業日除く","","","","","","","",""
"131083","131083700233","江東区","毛利保育園","モウリホイクエン","","131083","","東京都江東区毛利2-1-14","東京都","江東区","毛利2丁目","1-14","","35.690724","139.816691","","","事務室内","(03)3631-0692","","","","","1350001","6000020131083","","月火水木金土","07:30:00","20:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700234","江東区","毛利小学校","モウリショウガッコウ","","131083","","東京都江東区毛利2-2-2","東京都","江東区","毛利2丁目","2-2","","35.691365","139.816285","階数","1","1階正面玄関 主事室前","(03)3631-1647","","","","","1350001","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700235","江東区","森下駅地下自転車駐車場","モリシタエキチカジテンシャチュウシャジョウ","","131083","","東京都江東区森下2-30-7先","東京都","江東区","森下2丁目","30-7 先","","35.685276","139.802113","","","管理室","(03)5600-8666","","","","","1350004","6000020131083","","月火水木金土日","04:45:00","01:15:00","","","","","","","","",""
"131083","131083700236","江東区","森下文化センター","モリシタブンカセンター","","131083","","東京都江東区森下3-12-17","東京都","江東区","森下3丁目","12-17","","35.685276","139.802113","階数","1","1Fロビー（事務所前）","(03)5600-8666","","","","","1350004","6000020131083","","月火水木金土日","09:00:00","22:00:00","年末年始第1・3月曜除く","","","","","","","",""
"131083","131083700237","江東区","森下保育園","モリシタホイクエン","","131083","","東京都江東区森下3-14-6","東京都","江東区","森下3丁目","14-6","","35.686076","139.803062","","","事務室","(03)3635-1537","","","","","1350004","6000020131083","","月火水木金土","07:30:00","19:30:00","祝日・年末年始除く","","","","","","","",""
"131083","131083700238","江東区","深川第一中学校","フカガワダイイチチュウガッコウ","","131083","","東京都江東区森下4-9-22","東京都","江東区","森下4丁目","9-22","","35.685252","139.805791","階数","1","1階玄関 突き当り廊下の壁","(03)3631-3241","","","","","1350004","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700239","江東区","深川老人福祉センター森下分館","フカガワロウジンフクシセンターモリシタブンカン","","131083","","東京都江東区森下5-11-1","東京都","江東区","森下5丁目","11-1","","35.684832","139.808896","階数","1","１階健康相談室","(03)5624-6030","","","","","1350004","6000020131083","","月火水木金土日","09:00:00","21:30:00","年末年始第２・４日曜除く","","","","","","","",""
"131083","131083700240","江東区","臨海小学校","リンカイショウガッコウ","","131083","","東京都江東区門前仲町1-1-6","東京都","江東区","門前仲町1丁目","1-6","","35.672452","139.792954","階数","1","1階正面玄関","(03)3641-0403","","","","","1350048","6000020131083","","月火水木金","08:00:00","16:00:00","学校開庁日","","","","","","","",""
"131083","131083700241","江東区","深川東京モダン館","フカガワトウキョウモダンカン","","131083","","東京都江東区門前仲町1-19-15","東京都","江東区","門前仲町1丁目","19-15","","35.674092","139.794915","階数","1","1Fカウンター内","(03)5639-1776","","","","","1350048","6000020131083","","火水木金土日","10:00:00","18:00:00","年末年始除く","","","","","","","",""
"131083","131083700242","江東区","夢の島総合運動場","ユメノシマソウゴウウンドウジョウ","","131083","","東京都江東区夢の島1-1-1","東京都","江東区","夢の島1丁目","1-1","","35.650166","139.823387","","","管理事務所","(03)3521-8265","","","","","1360081","6000020131083","","月火水木金土日","06:00:00","21:00:00","第２・４月曜日、年末年始除く（季節により短縮あり）","","","","","","","",""
"131083","131083700243","江東区","夢の島スケートボードパーク","ユメノシマスケートボードパーク","","131083","","東京都江東区夢の島1-1-1","東京都","江東区","夢の島1丁目","1-1","","35.654260","139.822598","","","管理事務所","(080)7008-9761","","","","","1360081","6000020131083","","月火水木金土日","09:00:00","20:00:00","第２・４月曜日、年末年始除く（季節により短縮あり）","","","","","","","",""
"131083","131083700244","江東区","夢の島競技場","ユメノシマキョウギジョウ","","131083","","東京都江東区夢の島1-1-2","東京都","江東区","夢の島1丁目","1-2","","35.648514","139.823658","","","競技場ロビー","(03)3533-0846","","","","","1360081","6000020131083","","月火水木金土日","09:00:00","18:00:00","第２・４月曜日、年末年始除く（季節により短縮あり）","","","","","","","",""
"131083","131083700245","江東区","夢の島区民農園","ユメノシマクミンノウエン","","131083","","東京都江東区夢の島1-1-2","東京都","江東区","夢の島1丁目","1-2","","35.647474","139.822650","","","管理棟","(03)3521-9301","","","","","1360081","6000020131083","","月火水木金土日","09:00:00","17:00:00","","","","","","","","",""
"131083","131083700246","江東区","若洲公園","ワカスコウエン","","131083","","東京都江東区若洲3-2-1","東京都","江東区","若洲3丁目","2-1","","35.618649","139.833833","","","サービスセンター","(03)5569-6701","","","","","1360083","6000020131083","","月火水木金土日","09:00:00","17:00:00","","","","","","","","",""
